,author,title_abstract
1467,Julien Thomas, echantillonnage jeux forêts nombre applications données déséquilibre prédiction classe échantillonnage itérations forêt besoins utilisateur mesure évaluation modèles utilisation jeux données critères évaluation modèles apprentissage arbres décision manière modalités importance nombre cas cas exemple jeux données objectif identification objets modalité diagnostic identification phénomènes fraudes pannes type situation importance erreurs prédiction solutions article critère évaluation modèles apprentissage critère arbres décision compte aspect importance modalités évolution modèles type forêts critère jeux données
1468,Alain Dessertaine, echantillonnage flux données années applications données capteurs capteurs domaines prévisions domaine zones consommations cas consommation face taux flux traitements flux système données flux information communication travaux échantillonnage environnement flux données approche théorie sondages données gestion flux données approche cas mesures
1469,Jérôme Cubillé, echantillonnage flux données années applications données capteurs capteurs domaines prévisions domaine zones consommations cas consommation face taux flux traitements flux système données flux information communication travaux échantillonnage environnement flux données approche théorie sondages données gestion flux données approche cas mesures
1470,Frédérique Silber-Chaussumier, enhancing file file file file notion tags file
1471,Ba-Hung Ngo, enhancing file file file file notion tags file
1472,Christian Bac, enhancing file file file file notion tags file
1473,Jacques-Henri Sublemontier, étude approches classification vs classification regroupements données classes domaines application modèles classification modèle modèles mélanges approche algorithme étude limites modèles formulation approche terme modèles mélanges perspectives schémas recouvrements
1474,Leila Nemmiche Alachaher, étude interaction extraction règles influence article méthode extraction règles influence règles influence volume données règle influence nombre éléments nombre éléments approche stratégie étapes étapes étapes approche méthode élagage regroupement tableaux contingence classe zones degré influence introduction ensemble mesure intérêt influence étape résultats étape zones rapport système règles influence juxtaposition résultats étapes clé approche
1475,Simon Marcellin, critères arbres décision arbres décision données auteurs mesures problème évaluation arbres article qualité arbres décision mesure entropie mesure mesures shannon contexte codage transmission information milieu années domaines apprentissage graphes induction arbres décision usage mesures modèles prédiction explication faiblesse propriétés distribution taille échantillon propriétés axiomatique besoins mesure axiomes
1476,Bashar Saleh, extraction extraction corrélations enregistrements données fonction taille base intégralité article compte périodes organisation données périodes définition comportement période découverte
1477,Andres Jacome, extraction modèle terrain photographies modélisation érosion montagne lareprésentation composante zones concentration eaux apparition zones mobilisation sédiments versant résolution sol classiques unereprésentation ravines utilisation photographies résolution altitude question règles précision etfacilité élaboration évaluation importance qualité restitution zone étude draix provence
1478,Damien Raclot, extraction modèle terrain photographies modélisation érosion montagne lareprésentation composante zones concentration eaux apparition zones mobilisation sédiments versant résolution sol classiques unereprésentation ravines utilisation photographies résolution altitude question règles précision etfacilité élaboration évaluation importance qualité restitution zone étude draix provence
1479,Jean-Stéphane Bailly, extraction modèle terrain photographies modélisation érosion montagne lareprésentation composante zones concentration eaux apparition zones mobilisation sédiments versant résolution sol classiques unereprésentation ravines utilisation photographies résolution altitude question règles précision etfacilité élaboration évaluation importance qualité restitution zone étude draix provence
1480,Christian Puech, extraction modèle terrain photographies modélisation érosion montagne lareprésentation composante zones concentration eaux apparition zones mobilisation sédiments versant résolution sol classiques unereprésentation ravines utilisation photographies résolution altitude question règles précision etfacilité élaboration évaluation importance qualité restitution zone étude draix provence
1481,Bruno Roux, extraction modèle terrain photographies modélisation érosion montagne lareprésentation composante zones concentration eaux apparition zones mobilisation sédiments versant résolution sol classiques unereprésentation ravines utilisation photographies résolution altitude question règles précision etfacilité élaboration évaluation importance qualité restitution zone étude draix provence
1482,Noureddine Mokhtari, extraction exploitation annotations travaux extraction annotations textes page article approche extraction annotations document compte notion contexte relations structure texte
1483,Rose Dieng-Kuntz, extraction exploitation annotations travaux extraction annotations textes page article approche extraction annotations document compte notion contexte relations structure texte utilisation gestion liste diffusion article approche création ontologies messages liste diffusion ressources questions travers recherche ontologie fouille brevets application domaine brevets source information documents inventions accès documents brevets ligne grâce efforts offices propriété objectifs présentation documents formes papier méthode système analyse brevets annotations idée considération structure brevets pouvoir lien contenu concepts gestion annotations ontologies composants système gestion connaissances environement évolution organisation changements article évolution annotations contexte modifications annotations approche règles annotations rapport décrivons stratégies évolution processus résolution grâce règles mémoire expériences communauté projet article projet mémoire expériences biologistes travaillantdans domaine puces interprétation validation aide mémoire expériences domaine approche technologies utilisation annotations articles connaissances domaine approche expérimentations flux données chimie annotation textes extraction informations acquisition schémas causalité méthode syntaxe annotation documents annotations fonction relations causalité maladies approche extraction informations phrases causation élaboration règles unification informations schémas annotations textes moteur recherche
1484,Lobna Karoui, extraction validation croisement relations domaine méthodologie evaluation concepts problèmes gestion évaluation article concepts extraits pages méthodologie évaluation concepts critères degré crédibilité degré cohésion degré éligibilité critère apport connaissance tâche évaluation méthode évaluation évaluation grâce mots évaluation biais degrés résultats discussions experts utilisateurs méthode tâche évaluation
1485,Rena Nemoto, fouille données classification mots article modélisation mots corpus fouilles données transcription erreurs mots paires mots corpus descripteurs classification épreuve discrimination paires mots classification nombre résultats classification résultat attributs comparaison évidence caractère attributs modélisation connaissances oral
1486,Iona Vasilescu, fouille données classification mots article modélisation mots corpus fouilles données transcription erreurs mots paires mots corpus descripteurs classification épreuve discrimination paires mots classification nombre résultats classification résultat attributs comparaison évidence caractère attributs modélisation connaissances oral
1487,Martine Adda-Decker, fouille données classification mots article modélisation mots corpus fouilles données transcription erreurs mots paires mots corpus descripteurs classification épreuve discrimination paires mots classification nombre résultats classification résultat attributs comparaison évidence caractère attributs modélisation connaissances oral
1488,Usama M. Fayyad, sciences change information business role marketing applications mission running business discussion challenges personalization sciences areas attention circles reviewed goals
1489,Youssef Hadi, génération séquence approche article approche abstraction séquences computing longueur cible segments maximum longueur
1490,Rachid Oulad Haj Thami, génération séquence approche article approche abstraction séquences computing longueur cible segments maximum longueur
1491,Rachid El Meziane, génération séquence approche article approche abstraction séquences computing longueur cible segments maximum longueur détermination niveau consommation abonnés téléphonie théorie ensembles détermination niveau consommation clients segmentation cas utilisation théorie ensembles définition fonction appartenance manière niveau consommation abonnés téléphonie
1492,Frédéric Fürst, prototypicalité ontologies domaines passage essor concept connaissances émergence engouement sciences application domaines sciences subjectivité connaissances dimension compte processus ingénierie travaux notion domaine principe ressources ontologie domaine fonction culture apprentissage processus appropriation personnalisation aide mesures
1493,Xavier Aimé, prototypicalité ontologies domaines passage essor concept connaissances émergence engouement sciences application domaines sciences subjectivité connaissances dimension compte processus ingénierie travaux notion domaine principe ressources ontologie domaine fonction culture apprentissage processus appropriation personnalisation aide mesures
1494,Claude Grasland, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1495,Joël Boulier, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1496,Hélène Mathian, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1497,Christine Plumejeaud, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1498,Serge Guelton, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1499,Jean-Marc Vincent, calcul visualisation cartes groupe recherche outil phénomènessociaux méthode calcul pouvoir échelle information sortes outil interactifet coût calcul données solution architecture client cartes optimisation client charge visualisation parties protocole
1500,Françoise Fogelman-Soulié, enjeux secteur croissance entreprises reporting données capacités prévision entreprises développement disponibilité masses puissance calcul mise projets pose modèles analyses milliers millions exemples production fonctionnement centaines modèles contraintes besoins entreprises résultats vladimir modèles exemples applications gestion relation client qualité perspectives utilisation texte réseaux
1501,Fazia Bellal, intégration cartes auto travail article version cartes version contrôle violations contraintes construction carte données littérature contraintes validation données images classification contraintes
1502,Alexandre Aussem, intégration cartes auto travail article version cartes version contrôle violations contraintes construction carte données littérature contraintes validation données images classification contraintes application réseaux facteurs cancer nasopharynx apprentissage structure réseaux données problème np complexité max skeleton tsamardinos succès bancs avantage jeux données contraintes déterministes groupes données article modifications problèmes validation appliquons données étude cas témoins cancer observations données questionnaire objectif profil type population facteurs approche extraction profils cas témoins cancer données étude article système découverte connaissances données étude cas témoins cancer données collecte questionnaires particularité valeurs contraintes système démarche exploration données procédure codage données présence valeurs propriétés cartes auto adaptation type données cadre découverte visualisation groupes cas cancer cancer resultat classification nombre groupes interprétation profils extraits groupe étude profil population profils types cancer cancer profil explicatives cartographie apprentissage structure réseaux motifs application identification facteurs cancer apprentissage structure réseaux problème article méthode motifs causalitésentre temps niveau motifs construction motifs détection structures orientation élimination indépendance méthode réseau structure appliquons étude cas témoins cancer objectif profil type population facteurs
1503,Anouar Benhassena, intégration cartes auto travail article version cartes version contrôle violations contraintes construction carte données littérature contraintes validation données images classification contraintes
1504,Bruno Canitia, intégration cartes auto travail article version cartes version contrôle violations contraintes construction carte données littérature contraintes validation données images classification contraintes
1505,Franck Thollard, intégration structure modèle document fouille textes recherche information modèles type documents modèles structure document informations bases article modèle représentation documents compte poids catégorie éléments balises structure structure forme modèle aide collection campagne évaluation
1506,Pierre Loustau, interprétation voyages usage ancrage sousforme médiathèquesde dimension défis octets terme contenus article modèles traitement textes voyage modèle concept itinéraire pédagogue usages modèle extraction expression textes genre voyage déplacements déplacements itinéraire manière modèle extraction phase construction activités activité apprentissage prototype interprétation voyages approche texte interprétation itinéraire texte fond itinéraire
1507,Mauro Gaio, interprétation voyages usage ancrage sousforme médiathèquesde dimension défis octets terme contenus article modèles traitement textes voyage modèle concept itinéraire pédagogue usages modèle extraction expression textes genre voyage déplacements déplacements itinéraire manière modèle extraction phase construction activités activité apprentissage prototype interprétation voyages approche texte interprétation itinéraire texte fond itinéraire
1508,Thierry Nodenot, interprétation voyages usage ancrage sousforme médiathèquesde dimension défis octets terme contenus article modèles traitement textes voyage modèle concept itinéraire pédagogue usages modèle extraction expression textes genre voyage déplacements déplacements itinéraire manière modèle extraction phase construction activités activité apprentissage prototype interprétation voyages approche texte interprétation itinéraire texte fond itinéraire
1509,Sébastien Derivaux, interprétation images approche ontologie approches fouille interprétation images pixels limites images problème méthodes segmentation image agrégation régions critère lien connaissance expert objets image paramètres étape segmentation article connaissance expert processus segmentation méthode paramètres segmentation objets expert ontologie prédiction solubilité données médicaments synthèse efficacité processus médicament techniquesont modèle prédiction indice desolubilité réseaux travaux donnéesde caractéristiques article intérêt construction attributs relationnelle données attributs arbre modèles tests méthodes méthodes domaine experts
1510,Benoit Kiene, intelligence service diagnostic territoire geodoc diagnostic territoire étape aménagement volonté durablementl espace décideurs vision réflexions études documents caractère accès consultation décideurs documents article concepts solutions documents mise approches conception maquette outil visualisation navigation documents geodoc
1511,Claude Caron, intelligence service diagnostic territoire geodoc diagnostic territoire étape aménagement volonté durablementl espace décideurs vision réflexions études documents caractère accès consultation décideurs documents article concepts solutions documents mise approches conception maquette outil visualisation navigation documents geodoc
1512,Stéphane Roche, intelligence service diagnostic territoire geodoc diagnostic territoire étape aménagement volonté durablementl espace décideurs vision réflexions études documents caractère accès consultation décideurs documents article concepts solutions documents mise approches conception maquette outil visualisation navigation documents geodoc
1513,Bernard Dousset, prise dimension classification contexte ingénierie connaissance données question représentation type données forme interprétation utilisateur expert globalité manière lecture solution temps sommets groupe sommets acteurs termes domaine temps période compte dimension veille laboratoire données forme cooccurrence visualisation forme périodes repères sommet fonction degré appartenance périodes prototype classification données clustering visualisation graphe compte dimension processus classification données instances évolution niveau niveau information interactifs découverte connaissances masses données recherche informations liens documents acteurs terminologie concepts domaine temps méthodes mécanismes jour classifications analyse cartes approches expertise vue relation éléments monde visualisations manipulation découverte connaissances langage propos exemples cas analyses approche panel données
1514,Eloïse Loubier, prise dimension classification contexte ingénierie connaissance données question représentation type données forme interprétation utilisateur expert globalité manière lecture solution temps sommets groupe sommets acteurs termes domaine temps période compte dimension veille laboratoire données forme cooccurrence visualisation forme périodes repères sommet fonction degré appartenance périodes prototype classification données clustering visualisation graphe compte dimension processus classification données instances évolution niveau niveau
1515,Mohamed Rahal, logiciel outil données
1516,Myriam Touati, logiciel outil données
1517,Lucie Gentils, mesures évaluation système annotation arbres décision annotation hiérarchie connaissances vocabulaire pertinence annotations mesures précision rappel spécificité mesures évaluation erreurs niveaux hiérarchie représentation erreurs problème
1518,Jean-François Gibrat, mesures évaluation système annotation arbres décision annotation hiérarchie connaissances vocabulaire pertinence annotations mesures précision rappel spécificité mesures évaluation erreurs niveaux hiérarchie représentation erreurs problème
1519,Anne Poupon, mesures évaluation système annotation arbres décision annotation hiérarchie connaissances vocabulaire pertinence annotations mesures précision rappel spécificité mesures évaluation erreurs niveaux hiérarchie représentation erreurs problème
1520,David Grosser, méthodologie définition services gestion connaissances plateau application théorie activité gestion connaissances base services plateau processus fabrication métier usages réalisation service apprentissage pièces musique
1521,Noël Conruyt, méthodologie définition services gestion connaissances plateau application théorie activité gestion connaissances base services plateau processus fabrication métier usages réalisation service apprentissage pièces musique
1522,Olivier Sebastien, méthodologie définition services gestion connaissances plateau application théorie activité gestion connaissances base services plateau processus fabrication métier usages réalisation service apprentissage pièces musique
1523,Antoni Lozano, implications trees rules trees computation transversal application trees works case
1524,José L. Balcázar, implications trees rules trees computation transversal application trees works case
1525,Maria-Luisa Damiani, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1526,Christine Parent, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1527,Christelle Vangenot, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1528,Stefano Spaccapietra, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1529,Fabio Porto, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1530,José de Macedo, modélisation perception mouvement objets voitures colis base applications distribution monde optimisation étude migration animaux systèmes gestion données concepts fonctions mouvement stockage àl interrogation positions contexte recherche concept article concept unité mouvement vision trajectoires aspects composants départ arrêts élément arrêt déplacement déplacement annotations attributs liens objets base modélisation article patrons demodélisation solution générique trajectoires application base données
1531,Bruno Debray, raisonnement cas application risques risques processus scénarios phénomènes accidents installation risques expert rapports études dangers accidents ressources cadre projet management gestion risques partenariat institut environnement risques problème système recherche information système raisonnement cas expériences
1532,Amjad Abou Assali, raisonnement cas application risques risques processus scénarios phénomènes accidents installation risques expert rapports études dangers accidents ressources cadre projet management gestion risques partenariat institut environnement risques problème système recherche information système raisonnement cas expériences
1533,Dominique Lenne, raisonnement cas application risques risques processus scénarios phénomènes accidents installation risques expert rapports études dangers accidents ressources cadre projet management gestion risques partenariat institut environnement risques problème système recherche information système raisonnement cas expériences
1534,Trinh Minh Tri Do, optimisation apprentissage optimisation temps perspectives traitement données type nombre idées méthode optimisation fonctions heuristique champs traitement séquences modèles type modèles champs réponses modèles laclassification segmentation séquences modèles tâches information étiquetage contribution emploi modèles données type signal écriture ligne modèles avonsdérivé apprentissage résultats classification étiquetage séquences sélection modèles méthodes noyaux classification données travail développement méthodes classification données séquences méthodes machines supports données dimension séquences segmentation séquence unités lettres exemple signal correspondance modèle transformons problème apprentissage modèles données problème sélection modèles méthodes type machines supports noyaux résultats problèmes classification
1535,Thierry Artières, optimisation apprentissage optimisation temps perspectives traitement données type nombre idées méthode optimisation fonctions heuristique champs traitement séquences modèles type modèles champs réponses modèles laclassification segmentation séquences modèles tâches information étiquetage contribution emploi modèles données type signal écriture ligne modèles avonsdérivé apprentissage résultats classification étiquetage séquences sélection modèles méthodes noyaux classification données travail développement méthodes classification données séquences méthodes machines supports données dimension séquences segmentation séquence unités lettres exemple signal correspondance modèle transformons problème apprentissage modèles données problème sélection modèles méthodes type machines supports noyaux résultats problèmes classification système aide navigation développement applications construction exploitation profils modèles utilisateurs capitaux domaines pouvoir utilisateur hypermédia site exemple produits utilisateur flot informations système navigation système modélisation comportement navigation fonction comportement liens particuliers
1536,Virginie Lefort, optimisation réseaux régression réseaux régresseurs raison nombre paramètres nombre poids algorithme structure poids réseau inspiration régression évolution nombre précision paramètres
1537,Guillaume Beslon, optimisation réseaux régression réseaux régresseurs raison nombre paramètres nombre poids algorithme structure poids réseau inspiration régression évolution nombre précision paramètres
1538,Vladislav Matviico, processus acquisition sigles définitions logiciel article approche acquisition sigles données
1539,Nicolas Muret, processus acquisition sigles définitions logiciel article approche acquisition sigles données
1540,Imen Brahmi, proposition approche détection règles classification systèmes détection objectif sécurité réseaux papier approche détection règles classification qualité détection
1541,Maryvonne Miquel, proposition intégration introduction information naissance concept article spécificités comptedans modèles ceslimites concept dimension types introduction opérateurs opérateurs paradigme prototype navigation intégration concepts
1542, Anne Tchounikine, proposition intégration introduction information naissance concept article spécificités comptedans modèles ceslimites concept dimension types introduction opérateurs opérateurs paradigme prototype navigation intégration concepts
1543,Mohamed Elati, structures régulation fouille données régulation données expression résultats données passage échelle données article extension régulation évaluation données vessie réseaux aide corégulation manière performances apprentissage signatures facteurs transcription données expression signatures facteurs transcription données puces communauté difficulté complexité résolution problème np article solution approches recherche motifs issue données puces méthode données cancer institut hôpital henri
1544,Philippe-Henri Gosselin, images noyaux régions cadre recherche images données mesures image apprentissage temps images forme régions graphes noyaux ensembles chaînes graphes cadre noyaux chaînes cycle boucles appariements comparaisons bases columbia dimension longueur objets
1545,Justine Lebrun, images noyaux régions cadre recherche images données mesures image apprentissage temps images forme régions graphes noyaux ensembles chaînes graphes cadre noyaux chaînes cycle boucles appariements comparaisons bases columbia dimension longueur objets
1546,Sylvie Philipp-Foliguet, images noyaux régions cadre recherche images données mesures image apprentissage temps images forme régions graphes noyaux ensembles chaînes graphes cadre noyaux chaînes cycle boucles appariements comparaisons bases columbia dimension longueur objets
1547,Thanh-Trung Van, information article bibliothèques profils utilisateurs intérêts préférences utilisateurs résultats recherche compte besoins informations précision méthodes citations contenu documents approches résultats approches cadre
1548,Florian De Vuyst, motifs cas trafic panel domaines application capteurs évènements séries réseaux connaissances relations activité article méthode situations sens occurrence motifs propagation cas trafic raisonnement application méthode stpca combinaison information résultats données trafic efficacité méthode propagation cas outil prédiction circulation terme
1549,Frédéric Lemoine, requêtes alternatives contexte entrepôt données biologistes génomes croisement comparaison données sources entrepôt données structure entrepôt architecture niveaux niveaux notion système requêtes alternatives mécanisme interrogation architecture niveaux requêtes alternatives
1550,Yi Yu, spatial systèmes management données entrée requêtes temps caractéristiques fenêtrage flux infini données finies applications services localisation requêtes fenêtrage fenêtrage espace fenêtrage article nécessité flux données langage requêtes syntaxe fenêtrage
1551,Mimoun Malki, classification documents article méthode cartes auto classification documents grammes méthode représentation documents suite combinaisons utilisation catégorisation textes article problème catégorisation documents langues approche idée utilisation catégorisation catégorisation
1552,Zakaria Elberrichi, classification documents article méthode cartes auto classification documents grammes méthode représentation documents suite combinaisons
1553,Viet Phan Luong, suppression clés classification règles association classification règles association clés suppression clés précision construction travail clés tailles généralisation propriété clés tailles classification clés test expériences jeux données optimisation suppression
1554,Imène Brigui-Chtioui, système agent classification connaissances article approche agent résolution conflits décideurs système identification connaissances dss divergences crucialité connaissances décideurs incohérences base connaissances objectif travers travail approche conflits décideurs approche théorie agents acteurs logiciels préférences règles décision choix croyances fonction arguments décideurs
1555,Jean-Pierre Fiset, cartogramme données cartogramme article données offrela possibilité dimensions forme dimensions composantes représentation espace circulaire origine pays fonction ligne temps dimension information composantes potentialités formes fonctionnalités cartogramme source exemples commerce article lignes communication
1556,Sébastien Caquard, cartogramme données cartogramme article données offrela possibilité dimensions forme dimensions composantes représentation espace circulaire origine pays fonction ligne temps dimension information composantes potentialités formes fonctionnalités cartogramme source exemples commerce article lignes communication
1557,Sujeevan Aseervatham, modèle espace concepts noyaux noyaux traitement données mesure séparateurs modèle espace représentation documents représentation papier modèle espace concepts connaissances documents noyau noyau espace noyau concepts extraction sens noyau concepts noyau concepts extraits noyaux tâche catégorisation texte domaine difficulté catégorisation résultats performances catégorisation
1558,Gilles Falquet, modèle systèmes gestion approche gestion ontologies modèle définition concepts logique description éléments termes commentaires arguments liens alignement concepts adaptation combinaison grâce opérations sélection projection union opérations niveau éléments liens alignement
1559,Claire-Lise Mottaz Jiang, modèle systèmes gestion approche gestion ontologies modèle définition concepts logique description éléments termes commentaires arguments liens alignement concepts adaptation combinaison grâce opérations sélection projection union opérations niveau éléments liens alignement
1560,Jacques Guyot, modèle systèmes gestion approche gestion ontologies modèle définition concepts logique description éléments termes commentaires arguments liens alignement concepts adaptation combinaison grâce opérations sélection projection union opérations niveau éléments liens alignement
1561,Rachid Elmeziane, système apprentissage papier système système nk détection comportement approche mécanisme cellule papier système détection fraude téléphonie
1562,Ismail Kassou, système apprentissage papier système système nk détection comportement approche mécanisme cellule papier système détection fraude téléphonie détermination niveau consommation abonnés téléphonie théorie ensembles détermination niveau consommation clients segmentation cas utilisation théorie ensembles définition fonction appartenance manière niveau consommation abonnés téléphonie
1563,Ilham Berrada, système apprentissage papier système système nk détection comportement approche mécanisme cellule papier système détection fraude téléphonie détermination niveau consommation abonnés téléphonie théorie ensembles détermination niveau consommation clients segmentation cas utilisation théorie ensembles définition fonction appartenance manière niveau consommation abonnés téléphonie
1564,François-Élie Calvier, aide découverte article découverte correspondance connaissances pairs système gestion données pp mécanismes raisonnement oeuvre mappings travail cadre projet partenariat
1565,Henri-Maxime Suchier, approche boosting classification classification méthodes hypothèses base règle décision méthodes phase apprentissage généralisation principes méthode classification difficultés ensembles correspondance agrégation résultats qualité idée processus article méthode flou floues exemples partition
1566,Celson Lima, approche contrôle conformité domaine bâtiment article méthode système conformité projet construction rapport normes bâtiment construction normes requêtes processus requêtes efficacité acquisition connaissances processus extraction connaissances conformité compte connaissances connaissances experts requêtes normes annotations annotations interactions utilisateur résultats processus validation cas échec
1567,Nhan Le Thanh, approche contrôle conformité domaine bâtiment article méthode système conformité projet construction rapport normes bâtiment construction normes requêtes processus requêtes efficacité acquisition connaissances processus extraction connaissances conformité compte connaissances connaissances experts requêtes normes annotations annotations interactions utilisateur résultats processus validation cas échec
1568,Anastasiya Yurchyshyna, approche contrôle conformité domaine bâtiment article méthode système conformité projet construction rapport normes bâtiment construction normes requêtes processus requêtes efficacité acquisition connaissances processus extraction connaissances conformité compte connaissances connaissances experts requêtes normes annotations annotations interactions utilisateur résultats processus validation cas échec
1569,Nabil Benayadi, mesure modèles chroniques découverte chroniques séquences événements processus papier problème découverte connaissances données système supervision processus fabrication rapport approches données méthode extraction connaissances base modèle données approche modélisation données séquence occurrences événements séquence formes chaîne superposition processus poisson motifs événements forme modèles chroniques papier résultats application données processus fabrication conducteur site production groupe approche modèle chroniques article modèles chroniques découverts adaptation console chroniques apprentissage occurrences événements séquences système base connaissance systèmes exemple approche événements prédiction classe
1570,Marc Le Goc, mesure modèles chroniques découverte chroniques séquences événements processus papier problème découverte connaissances données système supervision processus fabrication rapport approches données méthode extraction connaissances base modèle données approche modélisation données séquence occurrences événements séquence formes chaîne superposition processus poisson motifs événements forme modèles chroniques papier résultats application données processus fabrication conducteur site production groupe approche modèle chroniques article modèles chroniques découverts adaptation console chroniques apprentissage occurrences événements séquences système base connaissance systèmes exemple approche événements prédiction classe séquences événements discrets découverte signatures article découverte signatures modèles chroniques séquence événements surveillance agent processus événements représentations propriétés chaîne temps superposition processus poisson étude représentations signatures temporelles événements séquence signatures comportements application approche outil production système groupe pilotage outils production
1571,Saoussen Sakji, similarité navigation navigation pages volume données structure formalisation contexte amélioration processus contexte association concepts pages recherche navigation niveaux abstraction niveau données niveau niveau article conceptuel représentation concepts documents termes mesure utilisateur interprétation choix concepts objets relations propriétés navigation utilisateur concepts rapport concept départ originalité proposition lien concepts extension mesures cadre exploitation résultats application mesure pages domaine tourisme
1572,André Hardy, méthode classification données intervalles article méthode classification données intervalles extension méthode classification intervalles méthode points réalisation processus poisson domaines rp partie méthode procédure règle coupure extension données intervalles critère classification étape test processus poisson résultat arbre décision partie méthode étape cas classification fin partie méthode données
1573,Nathanaël Kasoro, méthode classification données intervalles article méthode classification données intervalles extension méthode classification intervalles méthode points réalisation processus poisson domaines rp partie méthode procédure règle coupure extension données intervalles critère classification étape test processus poisson résultat arbre décision partie méthode étape cas classification fin partie méthode données
1574,Hacène Cherfi, utilisation gestion liste diffusion article approche création ontologies messages liste diffusion ressources questions travers recherche ontologie
1575,Bassem Makni, utilisation gestion liste diffusion article approche création ontologies messages liste diffusion ressources questions travers recherche ontologie
1576,David L. Waltz, machines ” classement critiques séparateurs marge résultats boite explications indices raisons classification résultats confiance système produits expérience experts domaine méthode apprentissage explications recommandation actions boite approche modèles classement résultats méthodes apprentissage concepts application méthode données données patients résultats utilité approche résultats
1577,Bert C. Huang, machines ” classement critiques séparateurs marge résultats boite explications indices raisons classification résultats confiance système produits expérience experts domaine méthode apprentissage explications recommandation actions boite approche modèles classement résultats méthodes apprentissage concepts application méthode données données patients résultats utilité approche résultats
1578,Ansaf Salleb-Aouissi, machines ” classement critiques séparateurs marge résultats boite explications indices raisons classification résultats confiance système produits expérience experts domaine méthode apprentissage explications recommandation actions boite approche modèles classement résultats méthodes apprentissage concepts application méthode données données patients résultats utilité approche résultats extraction règles association application données extraction règles association tâche fouille données variantes données informations article outil règles association gérant outil intervalles règles application outil données maladie résultats expérience description caractérisation maladie chargeur transactions représentation chargement transactions mémoire format diagrammes décision système transactions résultats système éparses
1579,Raphaël Feraud, exploitation masses données tendance siècle augmentation volume données augmentation information capacité données technologies compromis coût oeuvre qualité information approche capacité données information grâce automatisation traitements focalisation données méthode interprétation scores article méthode sortie modèle classification régression interprétation base importance importance sortie modèle instance
1580,Anouck Bodin-Niemczuk, intégration prédiction
1581,Nizar Ghoula, fouille brevets application domaine brevets source information documents inventions accès documents brevets ligne grâce efforts offices propriété objectifs présentation documents formes papier méthode système analyse brevets annotations idée considération structure brevets pouvoir lien contenu concepts
1582,Hassan Saneifar, visualisation motifs extraits article motifs extraits données
1583,Claire Serp, visualisation motifs extraits article motifs extraits données
1584,Yuan Lin, visualisation motifs extraits article motifs extraits données
1585,Sylvain Lespinats, visualisation classification parcours vie article méthodologie visualisation classification parcours vie parcours individus moitié siècle données enquête panel ménages événements parcours vie départ foyer naissance enfant mariage divorce données base événements transformation séquences états connaissance parcours vie distances distances classification parcours vie visualisation multi article application méthodes données parcours vie
