,author,title_abstract
1741,Christophe Tricot, explor connaiss expérient navig connaiss visualis traval expérient cadr articl navig documentair acces ontolog domain appliqu cadr appliqu échangeur fonction utilis retour expérient navig gestion dedocu ontolog domain navig typ polar » cartograph connaiss cart
1742,Jerzy Korczak, extens cur fouill don
1743,Clément Chatelain, extract champ docu articl trait champ téléphon cod client cod docu trait étap localis champ approch reconnaiss segment reconnaiss séquenc vérif hypothes localis reconnaiss vu alarm étap localis évalu system bas courri rappel précis
1744,Thierry Paquet, extract champ docu articl trait champ téléphon cod client cod docu trait étap localis champ approch reconnaiss segment reconnaiss séquenc vérif hypothes localis reconnaiss vu alarm étap localis évalu system bas courri rappel précis
1745,Laurent Heutte, extract champ docu articl trait champ téléphon cod client cod docu trait étap localis champ approch reconnaiss segment reconnaiss séquenc vérif hypothes localis reconnaiss vu alarm étap localis évalu system bas courri rappel précis
1746,Youssef Zinbi, extract objet contour flot articl méthod objet séquenc imag segment région estim mouv flot minimis énerg apparten densit couleur région intérêt méthod détect formul model issu flot intérêt approch term temp extract objet séquenc couleur
1747,Abder Elmoatz, extract objet contour flot articl méthod objet séquenc imag segment région estim mouv flot minimis énerg apparten densit couleur région intérêt méthod détect formul model issu flot intérêt approch term temp extract objet séquenc couleur
1748,Youssef Chahir, extract objet contour flot articl méthod objet séquenc imag segment région estim mouv flot minimis énerg apparten densit couleur région intérêt méthod détect formul model issu flot intérêt approch term temp extract objet séquenc couleur
1749,Patrick Marty, extract docu system programm extract relat docu vu docu extract relat méthod composit enrich system organis docu list
1750,Fabien Torre, extract docu system programm extract relat docu vu docu extract relat méthod composit enrich system organis docu list statistical articl plac cadr espac nombr dimens présent résultat expert domain appliqu méthod tâch cadr articl algorithm clustering don attribut attribut méthod em don sélect attribut dimens expériment don résultat term qualit classif compréhensibil
1751,Rémi Gilleron, extract docu system programm extract relat docu vu docu extract relat méthod composit enrich system organis docu list
1752,Marc Tommasi, extract docu system programm extract relat docu vu docu extract relat méthod composit enrich system organis docu list
1753,Gérard Ramstein, extract identif entit text system extract identif intent spécial méthod approch bas regl dictionnair articl mis plac synonym term présenc décrivon integr méthod reconnaiss entit intérêt outil hétérogéné entit méthod nom autresdescripteur approch perform référent caractéris signatur famill identif signatur problem découvert membr famill concept signatur famill définit motif famill concept signatur famill définit motif famill hétérogen région classiqu approch découvert motif démarch phas physico signatur séquenc motif découvert motif rôl étap itemset signatur strateg signatur complétud cardinal spécif famill bas group signatur cibl famill intérêt
1754,Julien Lorec, extract identif entit text system extract identif intent spécial méthod approch bas regl dictionnair articl mis plac synonym term présenc décrivon integr méthod reconnaiss entit intérêt outil hétérogéné entit méthod nom autresdescripteur approch perform référent
1755,Yannick Jacques, extract identif entit text system extract identif intent spécial méthod approch bas regl dictionnair articl mis plac synonym term présenc décrivon integr méthod reconnaiss entit intérêt outil hétérogéné entit méthod nom autresdescripteur approch perform référent caractéris signatur famill identif signatur problem découvert membr famill concept signatur famill définit motif famill concept signatur famill définit motif famill hétérogen région classiqu approch découvert motif démarch phas physico signatur séquenc motif découvert motif rôl étap itemset signatur strateg signatur complétud cardinal spécif famill bas group signatur cibl famill intérêt
1756,Delphine Bernhard, extract term structur
1757,Faouzi Mhamdi, fabr cl méthod classif articl méthod classif protéin descripteur gramm rapport group
1758,Walid Erray, fabr cl méthod classif articl méthod classif protéin descripteur gramm rapport group
1759,Julien Laroque Malbert, référentiel méti industr system gestion connaiss gestion connaiss enjeu industr phas conjonct organis méti consolid outil patrimoin connaiss émergent projet diffus group citroën environ exempl
1760,Christophe Coppens, référentiel méti industr system gestion connaiss gestion connaiss enjeu industr phas conjonct organis méti consolid outil patrimoin connaiss émergent projet diffus group citroën environ exempl
1761,Lamia Ben Ghezaiel, bas géner regl problem exploit regl nombr regl jeux solut géner regl taill regl system articl approch context extract regl
1762,Heikki Mannila, fragment order collect appliqu set unordered total exampl exist docu
1763,Nadjim Chelghoum, fouill don programm fouill don nécess compt interact objet espac méthod fouill don typ articl approch programm bas idé interact distanc fouill don fouill don ordre programm articl approch appliqu classif arbre décis expériment résultat contamin thau mis méthod fouill don altern perform fouill don interact espac distanc fouill don méthod fouill don entré observ jointur problem résultat raison comptag observ altern fouill don cadr fouill don algorithm optimis pré don tabl don modif articl altern implément classif perform
1764,Annie Fiandrino, fouill don programm fouill don nécess compt interact objet espac méthod fouill don typ articl approch programm bas idé interact distanc fouill don fouill don ordre programm articl approch appliqu classif arbre décis expériment résultat contamin thau
1765,Karine Zeitouni, fouill don programm fouill don nécess compt interact objet espac méthod fouill don typ articl approch programm bas idé interact distanc fouill don fouill don ordre programm articl approch appliqu classif arbre décis expériment résultat contamin thau entrepôt don gestion modélis objet entrepôt gestion objet regain intérêt anné localis objet recherch exploit objet étap processus entrepôt objet model entrepôt typ don articl problem puissanc combinaison don temporel prototyp mobil résultat expériment valid approch test perform efficac tableau recherch séquenc mis méthod fouill don altern perform fouill don interact espac distanc fouill don méthod fouill don entré observ jointur problem résultat raison comptag observ altern fouill don cadr fouill don algorithm optimis pré don tabl don modif articl altern implément classif perform
1766,Thierry Laugier, fouill don programm fouill don nécess compt interact objet espac méthod fouill don typ articl approch programm bas idé interact distanc fouill don fouill don ordre programm articl approch appliqu classif arbre décis expériment résultat contamin thau
1767,Lionel Loubersac, fouill don programm fouill don nécess compt interact objet espac méthod fouill don typ articl approch programm bas idé interact distanc fouill don fouill don ordre programm articl approch appliqu classif arbre décis expériment résultat contamin thau
1768,Jacques Raynauld, gestion connaiss compétent ressourc
1769,Thierno Diarra, gestion connaiss compétent ressourc
1770,Olivier Gerbé, gestion connaiss compétent ressourc expertis logiciel gestion connaiss expertis outil gestion connaiss notion connaiss inform entrepris
1771,Mohamed-Foued Sriti, semantec capitalis connaiss méti concept produit
1772,Nada Matta, semantec capitalis connaiss méti concept produit méthod appropri mask gestion plac organis construct mémoir entrepris préserv pratiqu efficac activ capac appropri apprentissag acteur organis articl démarch accompagn processus appropri mémoir entrepris méthod ingénier
1773,Philippe Boutinaud, semantec capitalis connaiss méti concept produit
1774,Georges Gardarin, index vu médiateur trait requêt inform problem sourc don résultat articl integr fonctionnal textdan médiateur choisid vu docu docu objet sourc oper médiateur recherch inform vu recherch mot class formul class résultat don nombr mot élément distanc élément résultat entrepôt don gestion mediating articl extens architectur médiat sémant médiateur sourc don présent architectur niveau schem adapt architectur sourc typ servic inform référent vu outil concept vu servic
1775,Clément Jamard, index vu médiateur trait requêt inform problem sourc don résultat articl integr fonctionnal textdan médiateur choisid vu docu docu objet sourc oper médiateur recherch inform vu recherch mot class formul class résultat don nombr mot élément distanc élément résultat
1776,Rémi Lehn, interrog vérif docu model langag descript langag lesontolog machin approch vérif docu model gestion connaiss cadr enseign distanc développ deb support enseign distanc acteur domain enseign plac disposit format lign sélect matérial mani programm mécan commun enseign outil form enseign distanc model formalis don connaiss model connaiss domain sémant exploit connaiss niveau ingénier volum contenus lign connaiss disposit enseign
1777,Mohamed Aounallah, forag don méthod articl problem forag don résultat model distanc bas don model produit bas forag model besoinspar regl classif assemblag ensembl regl ensembl regl coefficient confianc regl moyen statist confianc fonction couvertur taux capac don articl grâc coefficient confianc classif bas agrégatd regl met classif rapport forag don comparaison agreg échantillon agreg regl problem forag don approch échantillon bas don forag approch distanc bas don model regl classif sit agreg articl vu échantillonnag forag don agreg coefficient confianc échantillon bas don coefficient confianc moyen statist limit conclus comparaison échantillonnag littératur approch forag don agreg model
1778,Guy Mineau, forag don méthod articl problem forag don résultat model distanc bas don model produit bas forag model besoinspar regl classif assemblag ensembl regl ensembl regl coefficient confianc regl moyen statist confianc fonction couvertur taux capac don articl grâc coefficient confianc classif bas agrégatd regl met classif rapport
1779,Patrick Reuther, scienc publiqu collect docu metadat servic specialized covering scienc effort styl collect manag
1780,Michael Ley, scienc publiqu collect docu metadat servic specialized covering scienc effort styl collect manag
1781,Marc Damez, méthod récolt trac navig visualis parcour
1782,Farida Admane, outil analys risqu territoir
1783,Kamel Elaraba Ziane, outil analys risqu territoir
1784,Schahrazed Zeghache, outil analys risqu territoir
1785,Brigitte Hoeltzener, don reconnaiss identif cibl papi aid pris décis traval extract connaiss don domain étap amont phas fouill don papi phas prépar don apertur notion dequal imperfect don processus trait don reconnaiss identif cibl
1786,Edwige Fangseu Badjio, ensembl fouill approch trait don fouill don nombr individus nombr ensembl taill solut fouill théor consensus poid perform ensembl don medicaldataset
1787,Cédric Udréa, regl bit motif fouill don integr méthod fouill don articl approch fouill apprentissag don temp trait algorithm taill mémoir sort bas temp trait articl méthod taill bas apprentissag apprentissag contingent approch méthod construct arbre décis utilis temp trait logiciel
1788,Federico Del Razo López, structur integr schem schem médiateur schémasxml résultat fouill don context proposit méthod représent desarborescent échel articl recherch schem méthod représent structur recherch arbre surun structur représent associ schem ainsil intérêt approch
1789,Pascal Cheung-Mon-Chan, temp réseau stream cour anné techniqu flux don temp articl destream objet flux temp contribu trafic trafic intervall temp
1790,Sylvie Charbonnier, reconnaiss éven patient réanim méthod extract lign épisod papi version extract épisod réglag lign enfonct signal version recon aspir vari patient réanim résultat papi
1791,Claire François, regl associ mesur gain inform communaut fouill don nombr indic qualit regl associ guillet regl utilis expert cas regl regl typ ab inform regl indic gain rapport regl appliqu résultat classif gain regl interpret classif apport regl associ travail domain cart stanalyst® classif mean résultat nombr class instabl comparaison classif dout choix nombr class domain résultat classif protocol membr regl associ privileg regl associ membr classif gen cancer gen cancer évident bas don approch chercheur scienc inform index index ressourc biomédical locuslink compt spécif term acronym aberr vari term méthod classif lexical concurrent patholog cancer dysfonction system développ outil visualis lectur navig docu
1792,Yves Fossé, représent expertis
1793,Stéphane Daviet, représent expertis modélis interact individus étud phénomen outil simul domain étud comport tendanc system agent scienc élabor typ outil articl object outil simul comport individus chaîn product outil collect connaiss system aid décis entrepris articl modélis interact individus formal implément model outil simul résultat term product don simul
1794,Jean-Claude Régnier, typical contribu sujet analys analys tableau sujet regl articl structur respons sujet group sujet constitu chemin hiérarch concept typical sujet comport popul contribu sujet rapport regl exempl trait logiciel intérêt concept
1795,Hubert Marteau, text text natur text text vu text reconnaiss langu sen méthod méthod articl méthod signal text détail expériment util domain textuel compt évolu text échel croissanc oblig outil trait articl caractéris text auteur heur méthod docu chemin docu fin méthod notion évolu text évalu résultat expert entretien étud text imag méthod comparaison text transform text imag taill aid outil géometr appliqu étud text
1796,Jérémie Lussiez, logiciel regl except
1797,Sylvain Lagrue, logiciel regl except
1798,Julien Rossit, logiciel regl except
1799,Rami Harrathi, model qualit inform travail recherched inform personnalis inform articl model qualit inform facteur qualit personnalis inform model facteur qualit inform hiérarch utilis construct profil exigent term qualit
1800,Frédéric Bertrand, model méti gestion dépêch agenc press
1801,Cyril Faucher, model méti gestion dépêch agenc press
1802,Alain Bouju, model méti gestion dépêch agenc press
1803,Jean-Yves Lafaye, model méti gestion dépêch agenc press
1804,Marie-Christine Lafaye, model méti gestion dépêch agenc press
1805,Aydano Machado, approch agent simul schem papi simul réalis schem group footballeur renforc agent tâch architectur agent schem cas apprentissag agent fac situat ser expériment gain réactif utilis apprentissag
1806,Yann Chevaleyre, approch agent simul schem papi simul réalis schem group footballeur renforc agent tâch architectur agent schem cas apprentissag agent fac situat ser expériment gain réactif utilis apprentissag
1807,Quang Nguyen, approch hiérarchis system trans flux inform réseau accord system oeuvr protocol négociationd accord hiérarch posit system typ client fournisseur system client fournisseur client fournisseur flux inform accord typ peering trans system dep import dehiérarch claus accord consensus hiérarch notion issu sociauxpour posit system inform inform
1808,Laurent Leblond, comparaison indic pertinent regl associ articl comparaison indic intérêt regl associ étud indic indic jaccard indic accord désaccord regl cas éven applicationest don secteur automobil
1809,Marie Plasse, comparaison indic pertinent regl associ articl comparaison indic intérêt regl associ étud indic indic jaccard indic accord désaccord regl cas éven applicationest don secteur automobil
1810,Stanislas Lew, proxim méthod regroup acquisit articl regroup unit aid élabor travail cadr projet construct ontolog unit caractérist concept domain approch dénit mesur laproxim apparit docu compl mesur declassic don expériment don résultat expert détermin structur concept domain
1811,Sylvie Billot, proxim méthod regroup acquisit articl regroup unit aid élabor travail cadr projet construct ontolog unit caractérist concept domain approch dénit mesur laproxim apparit docu compl mesur declassic don expériment don résultat expert détermin structur concept domain
1812,Emmanuel Blanchard, mesur calcul concept coeur processus gestion connaiss mesur import liaison concept articl synthes ontolog lien évident limit proport compt densit lien concept raison gestion compétent raison compétent ressourc gestion articl méthod raison identif compétent individu processus analog extract regl associ bas regl connaiss domain prototyp approch exempl
1813,Abdourahamane Baldé, utilis aid interpret partit résultat méthod fouill don utilis expertis outil utilis méthod classif outil processus utilis circonst don intérêt travail soupless utilis pouvoir développon approch utilis exempl
1814,Brigitte Trousse, utilis aid interpret partit résultat méthod fouill don utilis expertis outil utilis méthod classif outil processus utilis circonst don intérêt travail soupless utilis pouvoir développon approch utilis exempl classif don expérient classif collect docu structur articl expérient classif docu structur vu présent pré problem choix élément mot classif impact typolog sélect natur élément sélect typag mot princip collect rapport activ équip recherch group équip them part rapport résultat them recherch point vu » annot processus extract connaiss don articl approch notion point vu issu processus extract connaiss don entendon vision analyst processus vision corp connaiss réutilis adapt processus trac point vu analys processus processus géner transform vu connaiss position vis vis traval processus élément modélis processus point vu niveau approch usag sit fichi fiabl méthod comport utilis sit comport utilis sit domain nombr méthod extract connaiss log web divers typ méthod compt complex articl question méthod analys prof résultat spécial exempl comport étud approch issu classif motif navig utilis sit class comport limit extract motif rapport quantit don rapport qualit résultat limit méthod comport expériment sit résultat approch vis vis art
1815,Clément Fauré, utilis réseau bayésien cadr extract regl associ articl problem utilis model context fouill don approch intérêt réseau extractiond regl associ delt membr niveau confianc découvert regl exploit connaiss expert réseau cas appliqu fouill don industr
1816,Sylvie Delprat, utilis réseau bayésien cadr extract regl associ articl problem utilis model context fouill don approch intérêt réseau extractiond regl associ delt membr niveau confianc découvert regl exploit connaiss expert réseau cas appliqu fouill don industr
1817,Alain Mille, utilis réseau bayésien cadr extract regl associ articl problem utilis model context fouill don approch intérêt réseau extractiond regl associ delt membr niveau confianc découvert regl exploit connaiss expert réseau cas appliqu fouill don industr muset captur articl approch modélis expérient utilis system expérient context utilis tâch scénarios approch
1818,Sandy Maumus, extract motif nombr traval fouill don extract motif géner regl associ motif traval notion motif extract motif point suit ensembl motif motif motif géner articl motif motif motif connaiss motif intérêt domain genr model cas médecin exempl symptôm effet trait
1819,Pierre Petronin, extract motif nombr traval fouill don extract motif géner regl associ motif traval notion motif extract motif point suit ensembl motif motif motif géner articl motif motif motif connaiss motif intérêt domain genr model cas médecin exempl symptôm effet trait
1820,Laszlo Szathmary, extract motif nombr traval fouill don extract motif géner regl associ motif traval notion motif extract motif point suit ensembl motif motif motif géner articl motif motif motif connaiss motif intérêt domain genr model cas médecin exempl symptôm effet trait
1821,Vincent Philippé, visualis gestion connaiss développ model atanor system gestion connaiss support lacréat diffus mémoir entrepris connaiss expert system expert outil uneformalis graphiqu connaiss formalis niveau model représent arbre rapport représent cetarticl model connaiss arbre connaiss approch connaiss niveau méthod context mainten apport processus connaiss modélis agent connaiss form simul intelligent system méthod formalis extract connaiss cadr gestion connaiss agent connaiss émot expertis mani bas connaiss form regl implément model perspect simul enrich don découvert connaiss appliqu processus modélis interact individus étud phénomen outil simul domain étud comport tendanc system agent scienc élabor typ outil articl object outil simul comport individus chaîn product outil collect connaiss system aid décis entrepris articl modélis interact individus formal implément model outil simul résultat term product don simul
1822,David Da Costa, visualis méthod point intérêt articl méthod visualis don utilis domain inform connaiss approch utilis point context fouill don intérêt cercl don fonction point intérêt oper intérêt propriet visualis caractérist appliqu encour domain explor don enquêt satisfact
1823,Pascal Barbry, mémoir expérient communaut projet articl projet mémoir expérient biolog travaillantdan domain puc interpret valid aid mémoir expérient domain approch technolog utilis annot articl connaiss domain approch expériment flux don chim
1824,Athmane Hamel, acquisit cooper connaiss construct model simul articl approch cooper acquisit acquisit connaiss construct model simul agent princip jeu rôl réunion entrepris model acteur model system étud model acteur compréhens processus décis avicol comport gestion utilis mati
1825,Jean-Pierre Barthélemy, acquisit exploit connaiss context expert system décis méthodolog extract gestion exploit connaiss context expert étap extract connaiss expert gestion connaiss connaiss exploit bas aid décis expert mis expert financ résultat adequ expert œuvr system capitalis connaiss nombr situat expert nombr transfert compétent décideur expert membr an plac
1826,Jean-Robert Kala Kamdjoug, acquisit exploit connaiss context expert system décis méthodolog extract gestion exploit connaiss context expert étap extract connaiss expert gestion connaiss connaiss exploit bas aid décis expert mis expert financ résultat adequ expert œuvr system capitalis connaiss nombr situat expert nombr transfert compétent décideur expert membr an plac
1827,Etienne Pichat, concept schem objet prolifer don divers structur concept schem bas don schem objet activ connaiss concept schem utilis théor model model schem bas don objet besoin outil concept schem bas don communaut mond totem but besoin solut élabor environ cohabit model concept schem bas don form design mécan uniform soutien concept manipul graph palet oper innov approch express besoin concepteur tâch
1828,Hassan Badir, concept schem objet prolifer don divers structur concept schem bas don schem objet activ connaiss concept schem utilis théor model model schem bas don objet besoin outil concept schem bas don communaut mond totem but besoin solut élabor environ cohabit model concept schem bas don form design mécan uniform soutien concept manipul graph palet oper innov approch express besoin concepteur tâch
1829,Fadoua Ataa-Allah, amélior perform taill
1830,Abderrahim El Qadi, amélior perform taill
1831,Philippe Caillou, don connaiss articl don connaiss agent mesur don connaiss pyramid objet objet agent individu analys concept compt évolu
1832,Brigitte Le Roux, don connaiss cas don educ student
1833,Laurent Alamarguy, annot text extract inform acquisit schem causal méthod syntax annot docu annot fonction relat causal malad approch extract inform phras causat élabor regl unif inform schem annot text moteur recherch
1834,Güray Erus, apprentissag model objet objet imag besoin model objet recherch system apprentissag model objet imag imag objet form graph arg model objet qualit model distanc édit exempl model model pont point model
1835,Nicolas Loménie, apprentissag model objet objet imag besoin model objet recherch system apprentissag model objet imag imag objet form graph arg model objet qualit model distanc édit exempl model model pont point model
1836,Michel Dojat, apprentissag scénarios ser
1837,Catherine Garbay, apprentissag scénarios ser
1838,François Radvanyi, apprentissag signatur facteur transcript don express signatur facteur transcript don puc communaut difficult complex résolu problem np articl solut approch recherch motif issu don puc méthod don canc institut hôpital henr
1839,Olivier François, apprentissag structur réseau don formal model essor domain machin réseau raison don méthod exempl apprentissag princip méthod apprentissag réseau structur don étud résultat méthod gain arbre initialis méthod recherch em
1840,Rémi Gaudin, apprentissag ser méthod agreg ser utilis apprentissag typ ser question choix mesur choix méthod agreg ser centr question articl mesur expliquon apprentissag question problem besoin méthod agreg caractérist mesur agreg pert inform cadr apprentissag ser méthod agreg ser résultat aid
1841,Khaled Mellouli, apprentissag classif imag structur problem product regl classif dur géner regl regl temp méthod classif bas don imag méthod jonction arbre décis vu processus classif recherch imag bas couleur imag géner regl classif algorithm méthod system appliqu domain trait imag résultat méthod temp classif approch géner regl associ papi méthod extract regl associ don technolog arbre structur don bas don bas vecteur fichi structur réduct élagag support regl associ temp construct associ approch avantag parcour bas approch prototyp résultat regl associ temp traval optimis requêt
1842,Yves Caron, caractéris région intérêt imag imag inform efficac imag zon zon intérêt vision segment mani connaiss imag méthod détermin région intérêt imag zon lois trait imag complex imag comparaison model évident imag méthod classif détermin région intérêt partit nuag point caractérist réseau méthod zon intérêt percept hiérarchis zon fonction structur inform
1843,Pascal Makris, caractéris région intérêt imag imag inform efficac imag zon zon intérêt vision segment mani connaiss imag méthod détermin région intérêt imag zon lois trait imag complex imag comparaison model évident imag méthod classif détermin région intérêt partit nuag point caractérist réseau méthod zon intérêt percept hiérarchis zon fonction structur inform
1844,Raphaël Couturier, trait don articl possibil classif analys don théor analys collabor princip mesur regl associ typ popul répons statist respons sujet élect regl articl démarch logiciel possibil
1845,Sergiu Theodor Chelcea, classif don
1846,Alexandre Cotarmanac'h, classif visualis docu nombr docu solut utilis mass don affichag criter classif résultat cart auto classif contraint classif résultat exempl classif distanc docu impact distanc problem comprom temp exécu qualit classif utilis échantillonnag traval prototyp résultat dimens
1847,Nicolas Bonnel, classif visualis docu nombr docu solut utilis mass don affichag criter classif résultat cart auto classif contraint classif résultat exempl classif distanc docu impact distanc problem comprom temp exécu qualit classif utilis échantillonnag traval prototyp résultat dimens
1848,Tuyet-Tram Dang-Ngoc, classifying mainten sourc anné évident croissanc divers inform web system integr don don vu integr don system format inform langag integr don system format inform langag interrog system emploi system médiat vu sourc évalu requêt vu sourc context sourc inform sourc méthod articl vu sourc architectur médiat mediating articl extens architectur médiat sémant médiateur sourc don présent architectur niveau schem adapt architectur sourc typ servic inform référent vu outil concept vu servic
1849,Virginie Sans, classifying mainten sourc anné évident croissanc divers inform web system integr don don vu integr don system format inform langag integr don system format inform langag interrog system emploi system médiat vu sourc évalu requêt vu sourc context sourc inform sourc méthod articl vu sourc architectur médiat
1850,Nicolas Usunier, combinaison fonction préférent passag system question répons méthod apprentissag sélect passag répons question system question répons system tâch passag question répons problem system passag moteur recherch criter somm fonction scor poid combinaison grâc cadr cadr apprentissag original approch définit fonction scor passag travail question répons évalu trec system résultat amélior perform term rappel précis rapport méthod apprentissag issu cadr classif
1851,Kutluhan Kemal Pak, élagag aid interpret pyramid travail interpret classif tableau don hiérarch nombr pali nombr individus cas pyramid nombr pyramid criter sélect pali hauteur pali degr mesur typ interpret outil bibliothequ simul sélect nombr class
1852,Mohamed Cherif Rahal, élagag aid interpret pyramid travail interpret classif tableau don hiérarch nombr pali nombr individus cas pyramid nombr pyramid criter sélect pali hauteur pali degr mesur typ interpret outil bibliothequ simul sélect nombr class
1853,Hélène Gagliardi, enrich docu tableau travail construct entrepôt don docu format exploit entrepôt moteur interrog ontolog attent tableau extrait docu format tag articl transform tableau form formal tag valeur term ontolog
1854,Lionel Savary, entrepôt don gestion tableau recherch séquenc
1855,François-Xavier Jollois, évalu don estim parametr model mélang appliqu tableau taill problem méthod comport méthod convergent résultat travail aspect classif comport don accéler étud version estim parametr model mélang lenteur convergent appliqu tableau taill temp problem comport vari méthod convergent résultat travail aspect classif étud vari don strateg utilis méthod identif bloc don méthod classif partit attribut méthod classif classif bloc don attribut partit lign partit colon second don bloc don hiérarch lign colon avantag méthod méthodolog don
1856,Idir Chibane, expériment model recherch inform lien pag fonction correspond docu rapport system recherch inform fonction correspond compt contenu lien pag system collect test requêt text lien pag fonction
1857,Alexandre Vautier, extens don découvert chroniqu don processus fouill don bas don don connaiss don extract motif ensembl séquenc éven motif chroniqu contraint del éven
1858,Bruno Bouzy, extract integr articl géner utilis représent voisin part pattern moment bas programm indigo livr part extens pré coup programm term niveau jeu gain point
1859,Guillaume Chaslot, extract integr articl géner utilis représent voisin part pattern moment bas programm indigo livr part extens pré coup programm term niveau jeu gain point
1860,Aurélie Névéol, extract term anglais catalogu index sit cismef ressourc sant descript ressourc acces utilis terminolog thésaurus heading version descripteur terminolog méthod traduct corpus domain align corpus proced term descripteur traduct coupl départ propag lien précis
1861,Sylwia Ozdowska, extract term anglais catalogu index sit cismef ressourc sant descript ressourc acces utilis terminolog thésaurus heading version descripteur terminolog méthod traduct corpus domain align corpus proced term descripteur traduct coupl départ propag lien précis
1862,Annabelle Mercier, extract localis term class docu docu rapport domain recherch inform étud localis term docu hypothes term docu têt list répons vari model zon influenc notion proxim notion
1863,Cyril Nortet, extract regl associ appliqu don extract regl associ tâch fouill don vari don inform articl outil regl associ ger outil intervall regl appliqu outil don malad résultat expérient descript caractéris malad
1864,Teddy Turmeaux, extract regl associ appliqu don extract regl associ tâch fouill don vari don inform articl outil regl associ ger outil intervall regl appliqu outil don malad résultat expérient descript caractéris malad réduct évalu fouill don connaiss regl engendrent regl adequ don plac cadr évalu requêt don requêt don regl calcul articl impact approch échantillonnag coût évalu regl spécif requêt
1865,Sébastien Quirion, forag don comparaison agreg échantillon agreg regl problem forag don approch échantillon bas don forag approch distanc bas don model regl classif sit agreg articl vu échantillonnag forag don agreg coefficient confianc échantillon bas don coefficient confianc moyen statist limit conclus comparaison échantillonnag littératur approch forag don agreg model
1866,Guy W. Mineau, forag don comparaison agreg échantillon agreg regl problem forag don approch échantillon bas don forag approch distanc bas don model regl classif sit agreg articl vu échantillonnag forag don agreg coefficient confianc échantillon bas don coefficient confianc moyen statist limit conclus comparaison échantillonnag littératur approch forag don agreg model
1867,Sébastien Adam, fouill découvert regl associ appliqu imag docu articl méthod découvert motif symbol imag docu symbol entit inform imag docu temp méthod découvert disjoint symbol recherch regl associ symbol part connaiss domain symbol term symbol découvert classif recherch imag flux docu
1868,Eugen Barbu, fouill découvert regl associ appliqu imag docu articl méthod découvert motif symbol imag docu symbol entit inform imag docu temp méthod découvert disjoint symbol recherch regl associ symbol part connaiss domain symbol term symbol découvert classif recherch imag flux docu
1869,Pierre Héroux, fouill découvert regl associ appliqu imag docu articl méthod découvert motif symbol imag docu symbol entit inform imag docu temp méthod découvert disjoint symbol recherch regl associ symbol part connaiss domain symbol term symbol découvert classif recherch imag flux docu
1870,Éric Trupin, fouill découvert regl associ appliqu imag docu articl méthod découvert motif symbol imag docu symbol entit inform imag docu temp méthod découvert disjoint symbol recherch regl associ symbol part connaiss domain symbol term symbol découvert classif recherch imag flux docu
1871,Samah Reguigui, démarch gestion compétent connaiss gestion ressourc connaiss individus compétent connaiss organis méti correspond connaiss emploi connaiss compétent organis mis correspond représent connaiss besoin annuair compétent gestion projet retour expérient identif connaiss risqu cadr articl intérêt approch point vu clarif notion cadr gestion emplois compétent connaiss construct représent mainten compétent connaiss méti gestion inform terminolog sen méti organis
1872,Charles Foveau, démarch gestion compétent connaiss gestion ressourc connaiss individus compétent connaiss organis méti correspond connaiss emploi connaiss compétent organis mis correspond représent connaiss besoin annuair compétent gestion projet retour expérient identif connaiss risqu cadr articl intérêt approch point vu clarif notion cadr gestion emplois compétent connaiss construct représent mainten compétent connaiss méti gestion inform terminolog sen méti organis
1873,Jean-Philippe Vandamme, réussit géner regl
1874,Nadine Meskens, réussit géner regl
1875,Abdelhakim Artiba, réussit géner regl
1876,Jean-Paul Barthès, servic capitalis connaiss
1877,Mehdi Mtir, méthod construct term iceberg articl object construct iceberg entendon term lien cas étud connaiss appliqu recherch inform index requêt méthod construct concept structur iceberg structur translat relat ontolog regl term cadr processus
1878,Gregory Piatetsky-Shapiro, dat
1879,Nicolas Spyratos, extract requêt don problem requêt problem cas schem bas schem don contraint schem entrepôt don contraint don model instanc requêt sélect project typ annot docu articl mécan annot docu mécan oper composit docu docu annot docu annot part model étud cas docu format environ enseign distanc prototyp docu descript annot
1880,Oumar Sy, extract requêt don problem requêt problem cas schem bas schem don contraint schem entrepôt don contraint don model instanc requêt sélect project typ
1881,Tao Wan, modélis objet entrepôt gestion objet regain intérêt anné localis objet recherch exploit objet étap processus entrepôt objet model entrepôt typ don articl problem puissanc combinaison don temporel prototyp mobil résultat expériment valid approch test perform efficac
1882,Adina Magda Florea, modélis agent connaiss form simul intelligent system méthod formalis extract connaiss cadr gestion connaiss agent connaiss émot expertis mani bas connaiss form regl implément model perspect simul enrich don découvert connaiss appliqu processus modélis interact individus étud phénomen outil simul domain étud comport tendanc system agent scienc élabor typ outil articl object outil simul comport individus chaîn product outil collect connaiss system aid décis entrepris articl modélis interact individus formal implément model outil simul résultat term product don simul
1883,Hélène Desmier, modélis agent connaiss form simul intelligent system méthod formalis extract connaiss cadr gestion connaiss agent connaiss émot expertis mani bas connaiss form regl implément model perspect simul enrich don découvert connaiss appliqu processus
1884,Alain-Jérôme Fougères, modélis connaiss system médiat élabor méthodolog développ system médiat system architectur compos assist connaiss articl connaiss connaiss connaiss domain exempl connaiss utilis system mémoir activ descript acte résolu problem modélis connaiss activ gestion évalu projet outil
